,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
193934,Hungary,HUN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08524301635,2.10280255217,1.83934386095,1.75981711272,1.32217009803,1.25761940839,1.47519638836,1.27094958145,1.43239331269,1.51634222823,1.57377003144,1.59744445623,1.64792297126,1.47800831731,1.41762630457,1.22827280164,1.27621342093,1.18752795337,1.13554900383,1.03705248856,1.05079099478,1.03853670754,0.950435433267,0.868520724041,0.840509718341,
193943,Hungary,HUN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.0,,,,,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0254692774554,0.0817436616358,0.2247251502,0.441073865109,1.38015780898,2.55989329206,4.57770368991,6.844830397,10.4070850575,15.8796014087,30.0884683102,48.7187785954,67.719421501,78.3316471514,86.2551730245,92.3141168094,98.8955362485,109.632885542,121.681190772,117.559187949,119.942717821,116.94349278,116.070555958,116.42787235,118.053828319,118.911664916,
194028,Hungary,HUN,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.46782624058,-7.87813304156,-8.49659950549,-7.77794074309,-8.76297703765,-4.75954187405,-5.52043453385,-7.16768598229,-5.13924160488,-2.76406668273,-4.17234322462,-7.98840472297,-6.98572988237,-6.06931343445,-7.27807133898,-8.53142103709,-4.94721126994,-3.70223066986,-4.18904339332,-3.66495852085,-6.06415545772,-2.79812458379,-4.97733803263,-3.87058417141,,
194156,Hungary,HUN,Population density (people per sq. km of land area),EN.POP.DNST,,111.387394491,111.772206176,112.050949683,112.40514273,112.729782271,113.083579602,113.517822222,113.966162907,114.442971441,114.891198044,115.233266644,115.577292431,115.950372346,116.469045237,117.155996443,117.828538077,118.364061805,118.759831055,119.040836299,119.131598265,119.152925473,119.095950606,118.930384958,118.69264575,118.47700267,118.275077882,118.076780151,117.909057528,116.632012908,115.433270279,115.426727495,115.381562257,115.262886713,115.10521923,114.945081237,114.747807701,114.593385301,114.327060134,114.003674833,113.936297701,113.67525106,113.352019638,113.027806293,112.777795135,112.566287245,112.391139382,112.217163263,112.020845888,110.710814095,110.460874848,110.148315476,109.580934497,109.279597923,108.985618027,108.726698332,
194262,Hungary,HUN,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194336,Hungary,HUN,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.2153080757,45.2886100026,46.0148640099,45.6796536906,41.8490035006,41.6359440972,38.7881783662,37.8414982099,37.8791814478,38.4961833591,37.3228306123,36.3490995304,36.0525110723,36.1464409334,35.7961945461,36.3074028583,38.9181225005,40.9299498653,41.3792239328,40.2509682159,39.3344982082,41.9499919715,42.4131940716,42.6400830021,,
194377,Hungary,HUN,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.1590923981,61.6818545976,60.4292901808,60.3966282929,61.5737691141,62.5652936551,62.9784447503,64.3854921721,65.0034914531,63.8418228366,64.3227784221,64.6607217455,64.9153450344,65.9202678367,66.8491254378,66.3881427848,65.3510990247,65.2240116537,65.4602325772,64.499542641,63.9678800102,
194435,Hungary,HUN,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.6253197342,24.1458384732,25.0846806521,24.2665562428,23.1221154859,22.8503843946,20.8453987376,20.6810621995,21.644511257,22.246729749,21.3117129443,20.7930040313,20.6769829853,20.4352197979,19.9898917716,19.8668307428,21.4898370056,23.354638845,23.4363784543,22.9652291414,21.2391591812,22.9883179362,22.8077087035,22.869160968,,
194465,Hungary,HUN,Time required to start a business (days),IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,54.0,39.0,39.0,17.0,6.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0
194638,Iceland,ISL,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.74280319766,9.73440436726,9.26000786255,8.43558921256,8.80209225832,8.86398864284,7.46181716621,6.34527488855,5.80838859563,5.89654302786,5.1669801033,5.3108211161,6.7068668206,7.52561466739,7.72436386721,7.75616716572,6.90843803628,,,
194776,Iceland,ISL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.91319329741,6.10384909707,6.57485551985,7.03167737661,6.92717863512,7.26587999126,7.6501303881,7.26938732384,7.9168238307,6.22078586215,6.79811483188,7.15258760396,7.10125420179,8.25570255797,8.09364385318,7.41882016158,7.74528284746,8.59715327842,8.61233263397,8.80463375197,8.18146472749,7.59604775628,6.83662020012,6.53005987923,7.5786289565,6.74446676747,7.34365079365,7.53210173311,7.40036838312,7.52682596934,7.84266519115,6.85614650287,6.96718341205,7.49459854015,7.55397506212,7.2800372381,8.22264573324,7.7633368741,7.66726510416,7.456127132,7.69378211625,7.37342789366,7.55022728616,7.48545701348,7.68368290228,7.51358455721,7.56861499365,7.41483345423,6.6774811445,6.44749277078,6.16852858594,5.89682897929,5.83123386423,6.08214316601,,,
194903,Iceland,ISL,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,47.1696308459,47.7076020624,44.7621932574,41.8050045535,33.3145516591,33.7956368991,31.7467973864,41.2421233296,45.6794200082,39.6285249006,36.055795607,33.3403852641,31.2381964512,30.6542162274,34.0589095149,35.6409606922,31.6757089952,29.3092633275,27.2193725398,27.5520601043,28.1876659376,29.9957431788,36.592028156,39.9026178938,41.9870989096,41.6455682463,35.7108369632,39.1691615893,44.7174870586,51.5915999831,48.2458641341,49.6401279596,51.9864803863,54.5357332638,53.6980881798,51.2817322884,51.8647519578,68.9137135674,63.6770938211,72.3736396827,95.6806717671,97.2501561221,101.852097391,126.520814532,158.757893586,235.708354612,297.588549907,301.187326,297.004891111,286.595400076,252.52058294,184.732139098,156.377446571,140.947098839,116.060341365,108.001536883,
194935,Iceland,ISL,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2614.28229692,2871.0432388,2895.08603011,2978.67527053,3074.35060296,2974.73555017,2914.55744746,2918.22431082,2992.7340586,3796.05544601,6471.39964195,7001.52354705,7650.4874795,9895.58066476,9962.40863533,9588.07958565,10002.0894465,10631.2472103,10986.9954415,11841.31836,12680.9211968,12918.4633052,14038.3135209,14642.7712394,15239.3835774,14771.8564239,15350.7689777,15268.9142964,16353.0071274,16424.6278455,16148.273724,15931.1396176,16099.9321987,16737.1314817,17066.3218317,17396.4735968,17358.5803745,18957.8354135,21321.1602389,24522.2275498,26201.5255774,26950.3944303,27896.8986829,27666.3868942,28215.4522484,27988.0296832,31328.3868037,36852.5448862,50063.9543309,51259.187627,51439.908691,52373.8770085,53202.8336597,54799.1747075,,,
194973,Iceland,ISL,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,3082.71156322,2916.70623195,3028.29836932,3279.60226875,3306.81595699,3444.55134539,3639.77092601,3594.36178937,3924.13443977,3553.47668524,4231.9920954,4378.31031839,4403.96964669,5268.96574462,5132.19707354,5071.63534102,5085.58100239,5602.87016623,5710.71008379,6515.05969389,6560.99816778,7178.86936361,7076.20798768,7254.28628095,7531.26996255,7334.90192829,7605.56377992,7857.45488268,7882.47377272,7983.03750811,8907.79198355,8054.35672254,7755.39441578,8249.53644895,8293.41292605,8255.76891441,8847.78518199,8584.10049866,9036.65429653,10038.3119248,11091.54887,10589.4661857,10804.6417156,10731.3286428,10524.2507036,10524.8774997,12734.0066232,14746.0313385,16353.831274,16911.0797836,17023.1668244,18157.5980991,17630.0714651,18177.2525667,17583.6046746,,
194989,Iceland,ISL,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,41.2824471671,41.401602378,45.0345798554,41.16182707,37.0674206412,36.2350402883,32.8493203092,28.0545981305,31.5862048986,43.2032128353,43.9595954581,36.5837464991,34.219028358,34.7579116734,30.6987745185,32.5310164614,33.7532496123,32.1745854569,35.6928966923,37.0842747097,34.6862780766,33.8335988628,31.4501832737,38.788799668,37.1474378178,39.335493522,37.7118057467,33.5021628058,31.0391737624,32.76882504,32.8813949795,30.590702415,29.6115203922,32.0290660413,34.9547594428,34.7192080053,35.4590378872,35.4104545505,33.9090263089,32.6513611315,32.489200102,37.4173916998,36.0472787115,33.0004165787,32.6912961126,30.5169210352,31.135959624,33.3645655315,41.4983551522,49.815685744,53.7389816828,56.6028837282,56.9665275501,55.6863256507,53.6261222766,,
195016,Iceland,ISL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.29,3.88,3.98,3.99,3.88,3.73,3.59,3.28,3.06,2.99,2.81,2.92,3.09,2.94,2.66,2.65,2.52,2.31,2.35,2.49,2.48,2.33,2.27,2.24,2.08,1.93,1.92,2.06,2.26,2.19,2.3,2.18,2.21,2.22,2.14,2.08,2.12,2.04,2.05,1.99,2.08,1.95,1.93,1.99,2.04,2.05,2.08,2.09,2.15,2.23,2.2,2.02,2.04,1.93,1.93,,
195063,Iceland,ISL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-0.0846619462922,8.31371274424,10.2833828721,9.91654401443,7.37172929871,8.73593347607,-1.26726186274,-5.47490634605,2.37458802719,7.45656003191,13.0608376502,6.17733444499,6.80600970406,5.70629214632,0.646155080344,5.95936751023,8.82227725187,6.01671459836,4.86058238513,5.7479207053,4.2650071053,2.1545662351,-2.1511617018,4.12911823401,3.29284138604,6.27054195734,8.54593975459,-0.0897260315764,0.258439855558,1.16937033386,-0.223525510638,-3.37389414474,1.31344946791,3.60885792513,0.116583709911,4.78506243332,4.91318961714,6.52002185493,4.16320631868,4.72363671937,3.76263349334,0.453358279862,2.7418250618,8.22032765466,5.96035803142,4.20637027048,9.4929103138,1.47878161806,-4.68117158679,-3.58866839125,1.98812080952,1.18293161147,3.89597047326,1.82666045355,3.95712220061,
195095,Iceland,ISL,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21360.0,21930.0,21490.0,22020.0,22950.0,23390.0,24390.0,26300.0,27880.0,28750.0,28560.0,30610.0,32030.0,31800.0,33820.0,35710.0,36440.0,38970.0,33860.0,33390.0,32200.0,34440.0,36480.0,41480.0,43930.0,47160.0,
195120,Iceland,ISL,"Gross enrollment ratio, primary, both sexes (%)",SE.PRM.ENRR,,,,,,,,,,,,98.1683731079,98.9359436035,98.7912902832,98.9536132812,99.7887191772,99.6717605591,99.8190307617,98.5649337769,98.0693588257,98.4432525635,99.1263885498,99.0418777466,99.4632797241,100.277671814,99.3655319214,97.7201385498,97.7473526001,100.043830872,101.246658325,101.527389526,101.259979248,100.226486206,98.9215087891,97.4723205566,97.9725036621,98.1031417847,98.3475799561,99.0364685059,100.300689697,102.192016602,102.535476685,100.104988098,99.3967285156,97.8957290649,97.9322433472,97.9458465576,98.0413894653,98.6428222656,99.1269073486,98.688293457,98.546836853,98.6670684814,,,,
195124,Iceland,ISL,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,,,,,,,,,,,,80.1856994629,81.5874099731,,,79.9923324585,81.5860900879,83.4230270386,82.6620864868,84.4157104492,81.0474395752,85.6963729858,87.3319778442,88.1396865845,89.8284072876,92.0884475708,93.5630569458,95.9828567505,95.2246704102,96.8229217529,98.2253875732,99.6247024536,101.602737427,102.686637878,102.605712891,102.887359619,103.330963135,,111.831031799,108.86907959,107.403572083,107.519630432,111.754096985,115.121162415,108.170692444,109.112640381,109.397186279,108.871887207,109.070838928,107.943000793,109.289772034,108.553726196,111.170257568,,,,
195159,Iceland,ISL,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.6992148323,5.34083099315,10.0125413763,1.94731779272,3.71824344528,4.3479140665,21.1336806977,16.5320378822,19.9182460047,19.9348297127,20.4508384663,16.6090996231,12.8553873298,10.1048645853,12.0054283847,13.6423368911,14.0417646428,33.9682792089,46.8804728552,60.6634616917,40.7482815076,31.4459807069,21.0009364112,20.8593167816,14.3277011102,15.4748332487,16.9375122246,19.9016127461,
195194,Iceland,ISL,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,45.5532462716,38.2828478485,41.5839142896,42.3552112082,38.5165656166,34.9568241466,33.861963678,35.8628307928,39.3907537153,41.1592882673,42.3314210777,42.9217057421,36.0116285451,36.7928479088,40.2284378828,40.7462262499,33.424591546,32.9699412873,32.8337570326,35.9911740777,34.7209601566,35.3131164552,36.1039192372,36.7198720626,37.2336201125,39.2152876021,33.9875783802,34.5613535293,31.9535033256,30.6072305571,31.6474890522,31.841836062,29.731456037,28.9807186151,29.9642997437,31.2363547072,34.9193653181,34.9518564867,38.2778137424,37.1990467977,39.4568624069,38.2976627156,34.5066481223,35.9937824767,38.0625362549,42.3526400607,48.303284898,42.5353946584,43.7028792619,40.7880936577,43.5280615981,48.6403760761,50.9427256701,47.6528450524,47.3660054493,,
195215,Iceland,ISL,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.34,8.9,8.89,8.98,8.57,9.01,9.37,9.13,9.18,,,,
195218,Iceland,ISL,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.1097922597,28.6189509206,27.2209185665,27.0528130865,28.2097246845,25.5802044502,24.6295518801,25.3572395393,25.2999915273,26.4869978638,23.8327850926,26.4472553749,22.7360224362,24.9350832176,25.1360099339,23.6478092034,23.644261614,,,
195225,Iceland,ISL,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,13.2827254359,11.1478328559,8.22558778422,16.1815169797,12.3131666306,10.4397722789,2.76320176,13.7130895388,20.8738811925,19.1575633901,12.5532764461,18.3344696391,31.4563840559,37.6918749367,41.8672966194,32.7368408883,32.7059630705,46.2487833576,40.8973846875,52.4757921246,49.1854085569,53.6463831395,77.3050674742,26.880760666,32.0845444105,24.5862248093,19.9464887992,23.1352931646,22.8684130411,15.1715521939,8.36534218976,3.44928950383,1.83184751218,2.60337697395,2.99756971343,2.47438097926,2.90555712914,4.73829454665,3.18051392095,3.74043626664,8.74437045416,5.59664200699,0.437121798703,2.57182238553,3.4953396144,8.79535838851,4.16099489964,11.388727598,8.15144958363,5.59490653421,3.0441184088,3.18879675605,1.84518483048,3.98545916371,5.88374650632,
195268,Iceland,ISL,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.505129002176,1.53916008034,2.66782526507,6.79481178371,11.2158756982,14.8064793153,27.4788687499,36.2642065029,41.2945667123,44.4705338243,49.3929953676,79.12,83.14,83.88,87.0,89.51,90.6,91.0,93.0,93.39,94.8196868009,96.2097995546,96.5468,98.16,98.2,
195313,Iceland,ISL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.4286585366,73.5034146341,73.7219512195,73.0429268293,73.5417073171,73.8687804878,73.3004878049,73.7831707317,74.0058536585,73.7763414634,73.933902439,73.5704878049,74.4558536585,74.4509756098,74.5117073171,75.5787804878,76.972195122,76.3736585366,76.6492682927,76.7731707317,76.8465853659,76.5214634146,77.037804878,76.8456097561,77.5765853659,77.6024390244,77.9907317073,77.3390243902,77.0829268293,78.1409756098,78.0363414634,77.9919512195,78.7602439024,78.9346341463,79.2470731707,77.9843902439,78.777804878,78.8853658537,79.6024390244,79.3512195122,79.6536585366,80.6902439024,80.5024390244,80.9634146341,80.9975609756,81.5024390244,81.1585365854,81.4536585366,81.6097560976,81.7512195122,81.8975609756,82.3585365854,82.9170731707,82.0609756098,82.0609756098,,
195386,Iceland,ISL,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.174971136998,0.15023784053,0.132960346532,0.122895651341,,,,
195395,Iceland,ISL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.0,,,,,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08214380798,2.02862269967,2.61216606628,3.12942323933,3.92810893537,5.00763441821,5.86813905616,6.63495729525,8.24672603655,11.5470323869,17.3294728775,23.9620525077,37.8418394008,62.0075006466,76.4172480744,87.3528459177,90.7674023887,96.4628783306,98.9419108367,95.4044718529,100.408722518,106.932452772,108.897392968,108.25706492,107.242754102,106.841441755,108.054513038,108.111126284,111.080192715,114.014575562,
195480,Iceland,ISL,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,,,,,,,,,,,,,0.615691843555,-0.057197816073,-2.22688587433,-2.28897003596,1.03387489461,-0.327467709143,-0.011652627484,-0.134078019743,0.463463086305,0.949288355666,0.796394061923,-2.28221177137,0.960821180145,-1.83771737384,-3.89707792404,-2.14830449519,-3.36434651871,-3.32587306953,-2.55014205067,-3.6581662748,-2.58181450064,-3.0028694207,-2.82941937685,-2.39148742521,-1.12997185403,0.410268883286,1.1782297857,2.70019633863,2.64123244972,-0.0585776539074,-1.20904532488,-2.00387543597,0.770600237819,4.66296352624,5.85877210426,4.59779245503,-12.1476682595,-8.43598233595,-8.75502605782,-5.05231327522,-3.26391188064,-1.26481350189,0.745966809712,-0.220607099637,
195608,Iceland,ISL,Population density (people per sq. km of land area),EN.POP.DNST,,1.78582543641,1.8192319202,1.85190024938,1.88511720698,1.91806483791,1.95082294264,1.98255361596,2.0098553616,2.02861845387,2.03928179551,2.055840399,2.08615461347,2.11787531172,2.14672319202,2.17435411471,2.19604987531,2.21245885287,2.22979551122,2.25172069825,2.27569077307,2.30179551122,2.3327680798,2.36386034913,2.38913715711,2.40802992519,2.42573566085,2.45245885287,2.49117206983,2.52221446384,2.54190523691,2.57154114713,2.60405985037,2.63067331671,2.65357605985,2.66800997506,2.68245386534,2.70451870324,2.73363591022,2.76689276808,2.80503740648,2.84257356608,2.86805985037,2.88799002494,2.9134563591,2.95994014963,3.03024438903,3.10789027431,3.1662244389,3.17704738155,3.17247880299,3.18218453865,3.19916209476,3.22956608479,3.2656957606,3.29990024938,
195714,Iceland,ISL,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195788,Iceland,ISL,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,25.8858266399,25.9106106811,26.7488291493,26.4859979712,24.8684418657,24.1016233929,24.9992556884,25.8849447528,24.9939895013,26.0222933472,26.9411596243,25.2453618001,25.8111706591,25.0041036722,25.2048943307,25.0129299541,26.8737624147,28.2857542026,28.1592446344,28.368393047,29.5031756614,28.692279287,28.5898511254,29.0752258139,30.0628999739,28.5858840917,30.8560292162,33.1333507788,32.4682060411,30.3759490366,30.0385775605,30.8280408184,31.7914412845,34.3958911154,34.4520478974,33.3449109002,30.9679283565,27.7820813305,28.6596716732,28.7172873954,30.1418630447,30.8802207357,34.0917173819,31.2489774717,
195829,Iceland,ISL,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.1474045427,61.6466447121,63.519073571,64.5115977009,62.9881830572,65.5558069069,67.9086309536,68.2974855721,68.891619877,67.6164591083,71.0002348041,68.241923509,70.5571107432,67.539302115,67.1396261989,68.5960236309,69.4473003497,,,
195887,Iceland,ISL,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,22.6333675533,22.6884670423,23.5787916105,22.697041559,21.593961127,20.5807809202,20.977642628,21.7206391984,21.0398789747,22.3690072281,22.7648491285,20.406668658,20.7751084967,19.9416519769,20.1394793403,20.5262659567,22.1252429346,23.251836324,23.3171554768,22.6718372114,22.9734096151,22.3241056443,22.0745803897,22.3310457397,23.2107067126,21.9203004838,24.0553865125,26.0164043399,25.3894777424,23.0685318576,22.9788747835,23.9543961884,24.9847391879,27.3296968858,27.4241663601,26.1998656348,23.3591801795,20.2189943744,20.7701923489,21.2868857305,22.2391827677,22.9099909512,25.687459672,23.9452898123,
195917,Iceland,ISL,Time required to start a business (days),IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,4.5,4.5,4.0,4.0,3.5
196090,India,IND,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,42.5611307653,41.7739699841,39.888798014,41.0757847599,42.9591271444,40.9135710468,41.8141306785,44.5261987197,43.5220435012,43.2851106001,41.9545412883,40.2815179076,40.2772904703,43.3095725142,40.3098387211,37.6179837645,35.753312257,37.0904261588,35.467840664,33.6253500154,35.3894179954,34.068799196,32.8793374031,33.5448506047,32.2104328734,30.8926173037,29.7383958843,29.1824394951,30.1992133474,28.9708505195,29.0233339496,29.3895243529,28.7356492811,28.6769714356,28.271994371,26.2564045192,27.1274219683,25.887008331,25.7909808199,24.5022780678,23.0218527819,22.9223061853,20.6957414671,20.7427547014,19.0285523478,18.810543423,18.2882250925,18.9324313035,18.4430159755,18.3935500973,18.8797044611,18.5257088865,18.2496544812,18.3266140526,17.3917337381,17.0454561822,
196228,India,IND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.268161407431,0.284291728154,0.306519469024,0.322532992582,0.308900446565,0.333330649503,0.337853982141,0.331763432432,0.35328108008,0.351990680919,0.352279913971,0.363337600159,0.375731111656,0.378031306595,0.381914699885,0.405662079756,0.414638121077,0.42871120813,0.425109743395,0.435734342356,0.450376957168,0.47485490548,0.478756390557,0.506665544017,0.507567776038,0.545559262374,0.57224585643,0.597726136456,0.63185519646,0.679000523444,0.711180050476,0.740776090238,0.771227449279,0.782819029693,0.811295811196,0.844607384106,0.900983176358,0.9196925439,0.921112841721,0.96211498017,0.979470339264,0.971326099787,0.967041941167,0.992085712039,1.02476958667,1.0683693449,1.12187473481,1.19320541762,1.31018188092,1.43194797023,1.39700457838,1.48043564428,1.5974361887,1.59027282895,,,
196355,India,IND,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,22.4494992884,22.8409463552,23.7505938315,23.3394678584,21.6063053158,22.9612057465,22.8811159732,21.2437768632,21.7143880942,21.6533520197,22.4565168314,25.2555938475,26.4190023835,26.0963886688,25.4279600265,27.5975928369,30.1973830369,30.6166305428,33.1054374726,35.8701220502,37.0261052956,38.4214904701,41.7062300423,41.5975357582,44.8202425213,46.6775116697,49.4824896704,50.0758692757,49.7920985529,51.3658355031,49.9728982052,49.6734955415,48.6299912909,47.8886275375,45.9858685429,42.8578808475,44.3466637556,44.8006268472,45.1984550821,47.505345301,51.1869875006,52.8688222424,56.9580499239,55.6826532909,57.5837468644,58.3617604663,60.8748915743,62.7151806814,69.7939972623,72.347232835,74.1988709627,76.1484337566,77.1226161489,77.6456026235,75.7851095006,76.7014893663,
196387,India,IND,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,97.9905941666,100.527658618,100.855690426,104.224813246,114.816763635,124.40606498,126.547923528,136.236726558,136.067859707,142.057909477,152.267203756,158.519035144,166.142865261,183.821847109,194.097796722,208.592409747,220.880908687,240.751361075,257.823005887,272.899741937,291.802985914,305.387535339,321.566074203,342.316527164,359.900097805,360.946036487,376.64512214,387.033525082,393.206947651,394.802537088,394.953507231,411.822952321,431.707987958,452.896173289,469.368748482,510.703014088,543.356622439,562.935282515,601.550583453,643.879754314,698.430226493,724.490745844,765.00340867,,,
196425,India,IND,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,268.521155045,268.485083335,269.759383983,273.942667865,277.187261961,281.776750617,283.275393642,280.610758293,286.859196438,287.535044851,295.215585132,299.592677132,302.292112434,307.735071155,316.631682986,320.65478247,325.738090894,336.21216815,344.717621685,352.187958321,358.476586706,365.379491444,365.277704404,373.300042471,386.42092255,391.735814488,399.052528907,402.77631949,416.440113885,418.922186387,418.588556331,423.580114419,425.604507548,442.073208189,452.366979739,468.55573596,486.292374786,501.564485226,545.264224607,562.700487902,574.32036231,595.100060012,606.053815879,,,
196441,India,IND,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,4.38623533764,4.22941521639,4.09712428627,4.20673023672,3.66134245331,3.25046951256,4.07115508286,3.96491258631,3.96916403949,3.64983589071,3.71762924453,3.60400207214,3.95807673292,4.13622646365,4.74805468374,5.54973679211,6.5712728858,6.27315982645,6.20599117956,6.63331023632,6.03373787165,5.83372104807,5.88017953085,5.73701969099,6.17510891809,5.16399436995,5.10666639099,5.50798767009,5.93120461355,6.89520944778,6.93178792967,8.34784516438,8.69052182114,9.66472776597,9.71766683828,10.6570756078,10.206184099,10.5064661196,10.828569279,11.2546918297,12.7732329729,12.3419398544,14.0185416899,14.6902911973,17.5513284813,19.2801488302,21.0694751968,21.0082895202,24.2682373734,20.6162433663,22.5911946334,24.5412246778,24.5163560056,25.3239833318,22.9101463341,19.938678923,
196468,India,IND,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.906,5.903,5.895,5.881,5.86,5.831,5.795,5.752,5.703,5.648,5.587,5.519,5.444,5.363,5.278,5.192,5.109,5.03,4.957,4.89,4.828,4.767,4.704,4.636,4.563,4.484,4.399,4.311,4.222,4.132,4.044,3.959,3.877,3.798,3.723,3.651,3.581,3.513,3.446,3.379,3.311,3.243,3.174,3.105,3.036,2.966,2.896,2.826,2.755,2.687,2.622,2.563,2.51,2.465,2.427,,
196515,India,IND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,3.72274253182,2.93112773677,5.99435326234,7.45295012247,-2.6357701118,-0.0553287701011,7.82596303271,3.38792917448,6.53970029794,5.15722973562,1.64293038322,-0.553301312631,3.29552113606,1.18533626048,9.14991201394,1.66310363725,7.25476458521,5.71253208944,-5.2381827027,6.73582152826,6.00620362268,3.47573324056,7.28889290194,3.82073785506,5.25429922437,4.77656417042,3.96535563415,9.62778291902,5.94734332872,5.53345456322,1.05683143228,5.48239602225,4.75077621945,6.65892406701,7.57449184105,7.54952224818,4.04982084912,6.18441582076,8.84575556125,3.84099115681,4.8239662642,3.80397532124,7.86038147526,7.92293661313,9.28483150737,9.26395889784,8.60820459986,3.89095706241,8.47978389691,10.2599630646,6.63836379996,5.61856277332,6.63881273572,7.24347174583,7.56336717951,
